species	2011	1996	2014	2006	1994	2019	2008	2004	1990	1988	1986	2010	2016	2013	2000	2015	2018	2017	2007	2012	2020	2009	2003	2002
Cheirodon galusdae	NA	DD	NA	NA	V	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Cheirodon kiliani	NA	DD	NA	NA	V	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Cheirodon pisciculus	NA	DD	NA	NA	V	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Laubuka caeruleostigmata	EN	CR	NA	NA	R	NA	NA	NA	R	R	R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Chetia brevis	NA	VU	NA	NA	R	NA	NA	NA	R	R	NA	NA	NA	NA	NA	NA	NA	EN	EN	NA	NA	NA	NA	NA
Chilatherina axelrodi	NA	LR/lc	NA	NA	R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Chilatherina bleheri	NA	VU	NA	NA	R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Chilatherina bulolo	NA	DD	NA	NA	R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Chilatherina sentaniensis	NA	CR	NA	NA	R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Chiloglanis bifurcus	NA	CR	NA	NA	V	NA	NA	NA	V	V	NA	NA	NA	NA	NA	NA	NA	CR	EN	NA	NA	NA	NA	NA
Chiloglanis swierstrai	NA	LR/lc	NA	NA	K	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	LC	LC	NA	NA	NA	NA	NA
Chirostoma bartoni	NA	VU	NA	NA	K	CR	NA	NA	K	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Chitala blanci	NT	LR/nt	NA	NA	R	NA	NA	NA	E	R	R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Chlamydogobius micropterus	NA	CR	NA	NA	E	VU	NA	NA	V	V	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Chlamydogobius squamigenus	NA	CR	NA	NA	K	CR	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Chlamydogobius gloveri	NA	VU	NA	NA	R	CR	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pseudochondrostoma willkommii	NA	LR/lc	NA	VU	K	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Protochondrostoma genei	NA	LR/nt	NA	LC	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Chondrostoma holmwoodii	NA	VU	VU	DD	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Chondrostoma knerii	NA	DD	NA	VU	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Chondrostoma nasus	LC	LR/lc	NA	NA	NA	NA	LC	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Chondrostoma phoxinus	NA	DD	NA	EN	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pseudochondrostoma polylepis	NA	LR/lc	NA	LC	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Chondrostoma prespense	NA	LR/nt	NA	VU	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Chondrostoma soetta	NA	LR/lc	NA	EN	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Parachondrostoma toxostoma	NA	LR/lc	NA	VU	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Chromis sanctaehelenae	NA	VU	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	LC	NA	NA	NA	NA	NA	NA	NA	NA
Herichthys minckleyi	NA	VU	NA	NA	E	EN	NA	NA	E	V	V	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Herichthys pantostictus	NA	VU	NA	NA	R	LC	NA	NA	R	R	R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Mayaheros ericymba	NA	DD	NA	NA	E	NA	NA	NA	E	NA	NA	NA	NA	NA	NA	NA	DD	NA	NA	NA	NA	NA	NA	NA
Cinetodus froggatti	NA	DD	NA	NA	K	LC	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Clarias maclareni	NA	CR	NA	NA	NA	NA	NA	NA	NA	NA	NA	CR	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Clinus spatulatus	NA	EN	EN	NA	R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Clupeoides papuensis	NA	DD	NA	NA	R	DD	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Clupeonella abrau	NA	DD	NA	NA	NA	NA	CR	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Clupeonella cultriventris	NA	DD	NA	NA	NA	NA	LC	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Cobitis calderoni	NA	VU	NA	EN	V	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Cobitis paludica	NA	LR/nt	NA	VU	V	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Cobitis stephanidisi	NA	DD	NA	CR	V	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Cobitis elongata	NA	DD	NA	NA	NA	NA	LC	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Cobitis hellenica	NA	DD	NA	EN	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Cobitis meridionalis	NA	LR/nt	NA	VU	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Sabanejewia romanica	NA	DD	NA	NA	NA	NA	NT	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Cobitis taenia	LC	LR/lc	NA	NA	NA	NA	LC	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Cobitis trichonica	NA	DD	NA	EN	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Cobitis strumicae	NA	DD	NA	NA	NA	NA	LC	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Cobitis vardarensis	NA	DD	NA	NA	NA	NA	LC	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Emblemariopsis tayrona	NA	VU	DD	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	LC	NA	NA	NA	NA	NA	NA	NA	NA
Coregonus albula	LC	DD	NA	NA	NA	NA	LC	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Coregonus alpenae	NA	EX	NA	NA	Ex	NA	NA	NA	Ex	Ex	Ex	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Coregonus artedi	NA	LR/lc	NA	NA	R	NA	NA	NA	R	R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Coregonus autumnalis	NA	LR/lc	NA	NA	NA	NA	LC	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Coregonus hoyi	NA	VU	NA	NA	R	NA	NA	NA	R	I	I	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Coregonus johannae	NA	EX	NA	NA	Ex	NA	NA	NA	Ex	Ex	Ex	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Coregonus kiyi	NA	VU	NA	NA	V	NA	NA	NA	V	V	V	NA	NA	NA	NA	NA	NA	VU	NA	NA	NA	NA	NA	NA
Coregonus lavaretus	NA	DD	NA	NA	NA	NA	VU	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Coregonus nasus	NA	DD	NA	NA	NA	NA	LC	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Coregonus nigripinnis	NA	EX	NA	NA	E	NA	NA	NA	Ex	V	V	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Coregonus peled	NA	DD	NA	NA	NA	NA	LC	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Coregonus pidschian	NA	DD	NA	NA	NA	NA	LC	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Coregonus reighardi	NA	CR	NA	NA	E	NA	NA	NA	E	V	V	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Coregonus zenithicus	NA	VU	NA	NA	E	NA	NA	NA	E	V	V	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Coregonus huntsmani	NA	VU	NA	NA	E	NA	NA	NA	E	E	E	NA	NA	NA	NA	NA	NA	CR	NA	NA	NA	NA	NA	NA
Coregonus oxyrinchus	NA	DD	NA	NA	E	NA	EX	NA	E	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Coregonus trybomi	NA	DD	NA	NA	NA	NA	CR	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Cottus asperrimus	NA	VU	NT	NA	R	NA	NA	NA	R	R	R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Cottus echinatus	NA	EX	NA	NA	Ex	NA	NA	NA	Ex	Ex	Ex	NA	NA	EX	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Cottus extensus	NA	VU	NA	NA	R	NA	NA	NA	R	R	R	NA	NA	VU	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Cottus greenei	NA	VU	NT	NA	V	NA	NA	NA	V	R	V	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Cottus leiopomus	NA	VU	NT	NA	R	NA	NA	NA	R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Cottus princeps	NA	DD	NA	NA	R	NA	NA	NA	R	R	R	NA	NA	DD	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Cottus paulus	NA	CR	NA	NA	E	NA	NA	NA	E	V	V	NA	NA	CR	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Cottus tenuis	NA	DD	NA	NA	R	NA	NA	NA	R	NA	NA	NA	NA	VU	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Cottus gobio	LC	LR/lc	NA	NA	NA	NA	LC	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Cottus poecilopus	NA	LR/lc	NA	NA	NA	NA	LC	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Cottus petiti	NA	CR	NA	VU	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Craterocephalus amniculus	NA	VU	NA	NA	R	LC	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Craterocephalus centralis	NA	LR/nt	NA	NA	R	NT	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Craterocephalus dalhousiensis	NA	VU	NA	NA	R	CR	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Craterocephalus gloveri	NA	VU	NA	NA	R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Craterocephalus helenae	NA	LR/nt	NA	NA	R	NT	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Craterocephalus kailolae	NA	LR/lc	NA	NA	R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Craterocephalus lacustris	NA	VU	NA	NA	V	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Craterocephalus lentiginosus	NA	LR/nt	NA	NA	R	LC	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Craterocephalus marianae	NA	DD	NA	NA	K	LC	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Craterocephalus pimatuae	NA	DD	NA	NA	R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Crenichthys baileyi	NA	VU	EN	NA	R	NA	NA	NA	V	V	V	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Crenichthys nevadae	NA	VU	NA	NA	V	NA	NA	NA	V	V	V	NA	NA	VU	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Croilia mossambica	NA	LR/nt	NA	NA	I	NA	NA	NA	I	I	NA	NA	NA	NA	NA	NA	NA	NA	LC	NA	NA	NA	NA	NA
Crystallaria asprella	NA	VU	NA	NA	R	NA	NA	NA	R	R	R	NA	NA	VU	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Cualac tessellatus	NA	EN	NA	NA	E	VU	NA	NA	E	E	V	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Cycleptus elongatus	NA	LR/nt	NA	NA	R	LC	NA	NA	R	V	NA	NA	NA	LC	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Simpsonichthys boitonei	NA	VU	NA	NA	R	NA	NA	NA	R	R	R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ophthalmolebias constanciae	NA	VU	NA	NA	V	NA	NA	NA	V	V	I	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Leptopanchax splendens	NA	VU	NA	NA	E	NA	NA	NA	E	E	I	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Cyprinella bocagrande	NA	CR	NA	NA	V	CR	NA	NA	V	V	V	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Cyprinella caerulea	NA	VU	NA	NA	V	NA	NA	NA	V	V	V	NA	NA	EN	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Cyprinella callitaenia	NA	LR/nt	NT	NA	V	NA	NA	NA	V	V	V	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Cyprinella formosa	NA	VU	NA	NA	V	LC	NA	NA	V	V	V	NA	NA	VU	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Cyprinella monacha	NA	LR/nt	VU	NA	V	NA	NA	NA	V	E	E	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Cyprinella panarcys	NA	EN	NA	NA	E	NT	NA	NA	E	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Cyprinella proserpina	NA	VU	NA	NA	V	LC	NA	NA	V	V	V	NA	NA	VU	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Cyprinella xanthicara	NA	EN	NA	NA	E	EN	NA	NA	E	E	E	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Cyprinella alvarezdelvillari	NA	CR	NA	NA	NA	VU	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Cyprinodon alvarezi	NA	EW	NA	NA	V	EW	NA	NA	E	E	E	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Cyprinodon atrorus	NA	LR/lc	NA	NA	R	EN	NA	NA	R	R	R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Cyprinodon beltrani	NA	EN	NA	NA	V	VU	NA	NA	V	V	R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Cyprinodon bifasciatus	NA	LR/lc	NA	NA	R	EN	NA	NA	R	R	R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Cyprinodon bovinus	NA	CR	NA	NA	E	NA	NA	NA	E	E	E	NA	NA	VU	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Cyprinodon diabolis	NA	VU	CR	NA	V	NA	NA	NA	V	E	V	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Cyprinodon elegans	NA	EN	NA	NA	E	NA	NA	NA	E	E	E	NA	NA	EN	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Cyprinodon fontinalis	NA	EN	NA	NA	E	EN	NA	NA	E	E	E	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Cyprinodon labiosus	NA	EN	NA	NA	V	VU	NA	NA	V	V	R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CR	NA	NA
Cyprinodon latifasciatus	NA	EX	NA	NA	Ex	CR	NA	NA	Ex	Ex	Ex	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Cyprinodon macrolepis	NA	EN	NA	NA	V	NT	NA	NA	V	R	R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Cyprinodon maya	NA	EN	NA	NA	V	VU	NA	NA	V	V	R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Cyprinodon meeki	NA	CR	NA	NA	E	EN	NA	NA	E	V	V	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Cyprinodon nazas	NA	LR/lc	NA	NA	V	LC	NA	NA	V	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Cyprinodon pachycephalus	NA	CR	NA	NA	E	CR	NA	NA	E	V	V	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Cyprinodon pecosensis	NA	CR	NA	NA	V	NA	NA	NA	V	NA	NA	NA	NA	VU	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Cyprinodon radiosus	NA	EN	NA	NA	E	NA	NA	NA	E	E	E	EN	NA	EN	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Cyprinodon simus	NA	EN	NA	NA	V	NT	NA	NA	V	V	R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Cyprinodon tularosa	NA	VU	EN	NA	R	NA	NA	NA	R	V	R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Cyprinodon verecundus	NA	CR	NA	NA	V	VU	NA	NA	V	V	R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Cyprinodon longidorsalis	NA	EW	NA	NA	NA	EW	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Cyprinodon veronicae	NA	CR	NA	NA	NA	EW	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Cyprinodon inmemoriam	NA	EX	NA	NA	NA	EX	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Cyprinodon ceciliae	NA	EX	NA	NA	NA	EX	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Cyprinus micristius	NA	EN	NA	NA	I	NA	CR	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Cyprinus yilongensis	EX	EX	NA	NA	Ex?	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Cyprinus carpio	NA	DD	NA	NA	NA	NA	VU	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Cyprinus carpio	NA	DD	NA	NA	NA	NA	VU	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Devario pathirana	NA	CR	NA	NA	V	EN	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	EN	NA	NA
Danio aequipinnulus	NA	DD	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Deltistes luxatus	NA	EN	NA	NA	E	NA	NA	NA	E	V	V	NA	NA	EN	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Dermogenys megarramphus	NA	LR/nt	NA	NA	V	NA	NA	NA	V	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Dermogenys weberi	NA	VU	NA	NA	V	NA	NA	NA	V	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Dionda diaboli	NA	VU	NA	NA	V	EN	NA	NA	V	V	V	NA	NA	EN	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Tampichthys dichromus	NA	VU	NA	NA	R	CR	NA	NA	R	R	R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Tampichthys mandibularis	NA	CR	NA	NA	E	EN	NA	NA	E	E	E	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Diplomystes chilensis	NA	EN	NA	NA	E	NA	NA	NA	E	E	E	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	DD	NA	NA
Diplomystes camposensis	NA	DD	NA	NA	E	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Diplomystes nahuelbutaensis	NA	DD	NA	NA	E	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Discherodontus halei	NA	LR/lc	NA	NA	I	EN	NA	NA	I	I	NA	NA	NA	NA	NA	NA	NA	NA	NA	DD	NA	NA	NA	NA
Dunckerocampus dactyliophorus	NA	DD	NA	NA	NA	NA	NA	NA	NA	NA	NA	DD	DD	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Economidichthys trichonis	NA	VU	NA	EN	R	NA	NA	NA	R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Economidichthys pygmaeus	NA	VU	NA	LC	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Elassoma boehlkei	NA	LR/nt	NA	NA	R	NA	NA	NA	R	NA	NA	NA	NA	VU	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Elassoma okatie	NA	VU	NA	NA	R	NA	NA	NA	R	NA	NA	NA	NA	VU	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Eleotris sandwicensis	NA	DD	NA	NA	R	NA	NA	NA	R	NA	NA	NA	NA	DD	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Eleotris melanosoma	NA	LR/nt	NA	NA	NA	LC	NA	NA	NA	NA	NA	LC	NA	NA	NA	NA	NA	LC	NA	LC	NA	NA	NA	NA
Empetrichthys merriami	NA	EX	NA	NA	Ex	NA	NA	NA	Ex	Ex	Ex	NA	NA	EX	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Encheloclarias curtisoma	NA	CR	NA	NA	NA	EN	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Encheloclarias kelioides	NA	CR	NA	NA	NA	CR	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Encheloclarias prolatus	NA	VU	NA	NA	NA	EN	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Encheloclarias tapeinopterus	NA	VU	NA	NA	NA	VU	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Haplochromis paropius	NA	CR	NA	NA	NA	NA	NA	NA	NA	NA	NA	LC	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Entomacrodus cadenati	NA	DD	LC	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Epalzeorhynchos bicolor	CR	EW	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Epinephelus drummondhayi	NA	CR	NA	CR	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	DD	NA	NA	NA	NA	NA	NA	NA
Hyporthodus exsul	NA	DD	NA	NA	NA	NA	DD	NA	NA	NA	NA	NA	NA	NA	NA	NA	LC	NA	NA	NA	NA	NA	NA	NA
Epinephelus lanceolatus	NA	VU	NA	VU	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	DD	NA	NA	NA	NA	NA	NA	NA
Epinephelus marginatus	NA	LR/nt	NA	NA	NA	NA	NA	EN	NA	NA	NA	NA	NA	NA	NA	NA	VU	NA	NA	NA	NA	NA	NA	NA
Hyporthodus nigritus	NA	CR	NA	CR	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NT	NA	NA	NA	NA	NA	NA	NA
Hyporthodus niveatus	NA	VU	NA	NA	NA	NA	VU	NA	NA	NA	NA	NA	NA	NA	NA	NA	VU	NA	VU	NA	NA	NA	NA	NA
Epinephelus striatus	NA	EN	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CR	NA	NA	NA	NA	NA	EN	NA
Eremichthys acros	NA	VU	NA	NA	V	NA	NA	NA	V	V	V	NA	NA	VU	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Eremophilus mutisii	NA	DD	NA	NA	I	NA	NA	NA	NA	NA	NA	NA	LC	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Erimystax cahni	NA	VU	NA	NA	V	NA	NA	NA	V	V	V	NA	NA	EN	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
