	species	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	2017	2018	2019	2020	2021
493	Anabazenops dorsalis				LC				LC	LC			LC				LC		LC			
494	Anabazenops fuscus				LC				LC	LC			LC				LC					
495	Anairetes alpinus				EN		EN		EN				EN				EN					
496	Anairetes fernandezianus				NT				NT				NT				NT					
497	Anairetes flavirostris				LC				LC	LC			LC				LC					
498	Anairetes nigrocristatus				LC				LC	LC			LC				LC					
499	Anairetes parulus				LC				LC	LC			LC				LC					
500	Anairetes reguloides				LC				LC	LC			LC				LC					
501	Anaplectes jubaensis																LC					
502	Anaplectes leuconotos																LC					
503	Anaplectes rubriceps																LC					
504	Anarhynchus frontalis				VU		VU		VU				VU				VU		VU			
505	Anas acuta				LC				LC	LC			LC	LC			LC	LC		LC		
506	Anas albogularis														VU		VU					
507	Anas andium										LC		LC				LC					
508	Anas aucklandica				VU		VU		VU				VU	VU			VU					
509	Anas bahamensis				LC				LC	LC			LC				LC					
510	Anas bernieri				EN		EN		EN				EN	EN			EN					
511	Anas capensis				LC				LC	LC			LC				LC					
512	Anas castanea				LC				LC	LC			LC				LC					
513	Anas chlorotis				EN		EN	EN	EN				EN			NT	NT					
514	Anas crecca					LC			LC	LC			LC				LC			LC		
515	Anas eatoni				VU		VU		VU				VU				VU					
516	Anas erythrorhyncha				LC				LC	LC			LC				LC					
517	Anas flavirostris										LC		LC	LC			LC					
518	Anas fulvigula				LC				LC	LC			LC				LC					
519	Anas georgica				LC				LC	LC			LC				LC					
520	Anas gibberifrons														NT		NT					
521	Anas gracilis				LC				LC	LC			LC				LC					
522	Anas laysanensis				CR		CR		CR	CR	CR		CR	CR		CR	CR		CR			
523	Anas luzonica				VU		VU		VU				VU				VU					
524	Anas melleri				EN		EN		EN				EN	EN			EN					
525	Anas nesiotis				CR		CR		CR	CR	CR	EN	EN	EN			EN					
526	Anas platyrhynchos				LC				LC	LC			LC				LC	LC				
527	Anas poecilorhyncha											LC	LC	LC			LC					
528	Anas rubripes				LC				LC	LC			LC				LC					
529	Anas sparsa				LC				LC	LC			LC				LC					
530	Anas superciliosa				LC				LC	LC			LC				LC					
531	Anas undulata				LC				LC	LC			LC				LC					
532	Anas wyvilliana				EN				EN			EN	EN	EN			EN					
533	Anas zonorhyncha											LC	LC	LC			LC		LC			
534	Anastomus lamelligerus				LC				LC	LC			LC				LC		LC			
535	Anastomus oscitans				LC				LC	LC			LC				LC					
536	Ancistrops strigilatus				LC				LC	LC			LC				LC		LC			
537	Andigena cucullata				LC				LC	LC			LC				LC					
538	Andigena hypoglauca				NT				NT				NT				NT					
539	Andigena laminirostris				NT				NT				NT				NT					
540	Andigena nigrirostris				LC				LC	LC			LC				LC		LC			
541	Androdon aequatorialis				LC				LC	LC			LC				LC					
542	Andropadus importunus				LC				LC	LC			LC				LC		LC			
543	Androphobus viridis				DD				DD			DD	DD				DD	DD				
544	Anhima cornuta				LC				LC	LC			LC				LC					
545	Anhinga anhinga				LC				LC	LC			LC				LC					
546	Anhinga melanogaster				NT		NT		NT				NT				NT					
547	Anhinga novaehollandiae				LC				LC	LC			LC				LC					
548	Anhinga rufa				LC				LC	LC			LC				LC					
549	Anisognathus flavinucha																LC	LC				
550	Anisognathus igniventris																LC	LC				
551	Anisognathus lacrymosus				LC				LC	LC			LC				LC		LC			
552	Anisognathus lunulatus																LC					
553	Anisognathus melanogenys				LC				LC	LC			LC				LC					
554	Anisognathus notabilis				LC				LC	LC			LC				LC					
555	Anisognathus somptuosus																LC					
556	Anodorhynchus glaucus				CR				CR	CR	CR		CR	CR		CR	CR			EX	EX	EX
557	Anodorhynchus hyacinthinus				EN				EN				EN	EN	VU		VU					
558	Anodorhynchus leari				CR				CR	EN			EN	EN			EN			EN		
559	Anomalospiza imberbis				LC				LC	LC			LC				LC		LC			
560	Anopetia gounellei				LC				LC	LC			LC				LC					
561	Anorrhinus austeni					NT			NT				NT				NT		NT			
562	Anorrhinus galeritus				LC				LC	LC			LC				LC		NT			
563	Anorrhinus tickelli					NT			NT				NT				NT	NT				
564	Anous albivittus														LC		LC		LC			
565	Anous ceruleus														LC		LC		LC			
566	Anous minutus				LC				LC	LC			LC				LC		LC			
567	Anous stolidus				LC				LC	LC			LC				LC		LC			
568	Anous tenuirostris				LC				LC	LC			LC				LC		LC			
569	Anser albifrons				LC				LC	LC			LC			LC	LC					
570	Anser anser				LC				LC	LC			LC				LC		LC			
571	Anser brachyrhynchus				LC				LC	LC			LC			LC	LC					
572	Anser caerulescens				LC				LC	LC			LC				LC		LC			
573	Anser canagicus				NT		NT		NT				NT				NT					
574	Anser cygnoid				EN		EN		VU				VU		VU		VU					
575	Anser erythropus				VU		VU		VU				VU	VU		VU	VU	VU	VU			
576	Anser fabalis				LC				LC	LC			LC			LC	LC		LC			
577	Anser indicus				LC				LC	LC			LC				LC		LC			
578	Anser rossii				LC				LC	LC			LC				LC					
579	Anseranas semipalmata				LC				LC	LC			LC				LC					
580	Anthipes monileger				LC				LC	LC			LC				LC					
581	Anthipes solitaris				LC				LC	LC			LC				LC					
582	Anthobaphes violacea				LC				LC	LC			LC				LC					
583	Anthochaera carunculata				LC				LC	LC			LC				LC		LC			
584	Anthochaera chrysoptera				LC					LC			LC				LC					
585	Anthochaera lunulata				LC					LC			LC				LC					
586	Anthochaera paradoxa				LC				LC	LC			LC				LC					
587	Anthochaera phrygia				EN			EN	EN				CR	CR		CR	CR		CR			
588	Anthornis melanura				LC				LC	LC			LC				LC					
589	Anthoscopus caroli																LC					
590	Anthoscopus flavifrons				LC				LC	LC			LC				LC	LC				
591	Anthoscopus minutus				LC				LC	LC			LC				LC					
592	Anthoscopus musculus				LC				LC	LC			LC				LC					
593	Anthoscopus parvulus				LC				LC	LC			LC				LC					
594	Anthoscopus punctifrons				LC				LC	LC			LC				LC					
595	Anthoscopus sylviella																LC	LC				
596	Anthracoceros albirostris				LC				LC	LC			LC				LC					
597	Anthracoceros coronatus				NT				NT				NT				NT					
598	Anthracoceros malayanus				NT				NT				NT			NT	NT		VU			
599	Anthracoceros marchei				VU				VU				VU				VU					
600	Anthracoceros montani				CR		CR		CR	CR	CR		CR	CR			CR	CR				
601	Anthracothorax aurulentus														LC		LC					
602	Anthracothorax dominicus														LC		LC					
603	Anthracothorax mango				LC				LC	LC			LC				LC					
604	Anthracothorax nigricollis				LC				LC	LC			LC				LC					
605	Anthracothorax prevostii				LC				LC	LC			LC				LC		LC			
606	Anthracothorax veraguensis				LC				LC	LC			LC				LC					
607	Anthracothorax viridigula				LC				LC	LC			LC				LC					
608	Anthracothorax viridis				LC				LC	LC			LC				LC					
609	Anthreptes anchietae				LC				LC	LC			LC				LC					
610	Anthreptes aurantius				LC				LC	LC			LC				LC					
611	Anthreptes gabonicus				LC				LC	LC			LC				LC		LC			
612	Anthreptes griseigularis																LC					
613	Anthreptes longuemarei				LC				LC	LC			LC				LC					
614	Anthreptes malacensis																LC					
615	Anthreptes neglectus				LC				LC	LC			LC				LC					
616	Anthreptes orientalis				LC				LC	LC			LC				LC					
617	Anthreptes rectirostris																LC					
618	Anthreptes reichenowi				NT				NT				NT				NT					
619	Anthreptes rhodolaemus				NT				NT				NT				NT					
620	Anthreptes rubritorques				VU				VU				VU				VU	VU				
621	Anthreptes seimundi				LC				LC	LC			LC				LC	LC	LC			
622	Anthreptes simplex				LC				LC	LC			LC				LC					
623	Anthreptes tephrolaemus																LC					
624	Anthropoides paradiseus				VU		VU		VU				VU	VU			VU		VU	VU		
625	Anthropoides virgo				LC				LC	LC			LC				LC		LC			
626	Anthus antarcticus				NT				NT				NT				NT					
627	Anthus berthelotii				LC				LC	LC			LC				LC					
628	Anthus bogotensis				LC				LC	LC			LC				LC					
629	Anthus brachyurus				LC				LC	LC			LC				LC		LC			
630	Anthus caffer				LC				LC	LC			LC				LC		LC			
631	Anthus campestris				LC				LC	LC			LC				LC		LC			
632	Anthus cervinus				LC				LC	LC			LC				LC	LC		LC		
633	Anthus chacoensis				LC				LC	LC			LC				LC					
634	Anthus cinnamomeus																LC	LC				
635	Anthus correndera				LC				LC	LC			LC				LC					
636	Anthus crenatus				LC				LC	LC			LC				LC	NT	NT			
637	Anthus furcatus				LC				LC	LC			LC				LC					
638	Anthus godlewskii				LC				LC	LC			LC				LC					
639	Anthus gustavi				LC				LC	LC			LC			LC	LC		LC			
640	Anthus gutturalis				LC				LC	LC			LC				LC					
641	Anthus hellmayri				LC				LC	LC			LC				LC		LC			
642	Anthus hodgsoni				LC				LC	LC			LC				LC					
643	Anthus hoeschi				LC				LC	LC			LC				LC	NT				
644	Anthus leucophrys				LC				LC	LC			LC				LC		LC			
645	Anthus lineiventris				LC				LC	LC			LC				LC		LC			
646	Anthus lutescens																LC					
647	Anthus melindae				NT				NT				NT		LC		LC					
648	Anthus nattereri				VU				VU				VU				VU	VU				
649	Anthus nilghiriensis				NT				NT			VU	VU				VU					
650	Anthus novaeseelandiae				LC				LC	LC			LC				LC		LC			
651	Anthus nyassae																LC					
652	Anthus pallidiventris				LC				LC	LC			LC				LC		LC			
653	Anthus peruvianus																LC					
654	Anthus petrosus				LC				LC	LC			LC				LC		LC			
655	Anthus pratensis				LC				LC	LC			LC			NT	NT		NT			
656	Anthus richardi																LC					
657	Anthus roseatus				LC				LC	LC			LC				LC			LC		
658	Anthus rubescens				LC				LC	LC			LC	LC			LC		LC	LC		
659	Anthus rufulus				LC				LC	LC			LC				LC					
660	Anthus similis																LC	LC				
661	Anthus sokokensis				EN				EN				EN				EN					
662	Anthus spinoletta				LC				LC	LC			LC				LC	LC	LC			
663	Anthus spragueii				VU				VU				VU				VU	VU	VU			
664	Anthus sylvanus				LC				LC	LC			LC				LC		LC			
665	Anthus trivialis				LC				LC	LC			LC			LC	LC		LC			
666	Anthus vaalensis				LC				LC	LC			LC				LC		LC			
667	Antigone antigone				VU		VU	VU	VU				VU				VU					
668	Antigone canadensis				LC				LC	LC			LC				LC					
669	Antigone rubicunda				LC				LC	LC			LC				LC					
670	Antigone vipio				VU		VU		VU				VU				VU		VU			
671	Antilophia bokermanni				CR				CR	CR	CR	CR	CR			CR	CR		CR			
672	Antilophia galeata				LC				LC	LC			LC				LC		LC			
673	Antrostomus arizonae											LC	LC				LC					
674	Antrostomus badius				LC				LC	LC			LC				LC		LC			
675	Antrostomus carolinensis				LC				LC	LC			LC				LC		NT			
676	Antrostomus cubanensis				LC				LC	LC			LC				LC		LC			
677	Antrostomus ekmani				LC				LC	LC			LC				LC					
678	Antrostomus noctitherus				CR				CR	CR	CR	EN	EN				EN					
679	Antrostomus ridgwayi				LC				LC	LC			LC				LC					
680	Antrostomus rufus				LC				LC	LC			LC				LC		LC			
681	Antrostomus salvini				LC				LC	LC			LC				LC		LC			
682	Antrostomus saturatus				LC				LC	LC			LC				LC					
683	Antrostomus sericocaudatus				LC				LC	LC			LC				LC					
684	Antrostomus vociferus											LC	LC	LC			LC		NT			
685	Anumara forbesi				EN				EN				EN				EN	EN				
686	Anumbius annumbi				LC				LC	LC			LC				LC					
687	Anurophasis monorthonyx				NT				NT				NT				NT					
688	Apalharpactes mackloti				LC				LC	LC			LC				LC					
689	Apalharpactes reinwardtii				EN				EN				EN		VU		VU					
690	Apalis alticola																LC	LC				
691	Apalis argentea				EN				EN								LC					
692	Apalis bamendae				LC				LC	LC			LC				LC					
693	Apalis binotata				LC				LC	LC			LC				LC					
694	Apalis chapini				LC				LC	LC			LC				LC					
695	Apalis chariessa				VU				VU				VU				VU		NT			
696	Apalis chirindensis				LC				LC	LC			LC				LC					
697	Apalis cinerea																LC	LC				
698	Apalis flavida																LC					
699	Apalis flavigularis				EN				EN				EN				EN					
700	Apalis flavocincta																LC					
701	Apalis fuscigularis				CR				CR	CR	CR	CR	CR			CR	CR		CR			
702	Apalis goslingi				LC				LC	LC			LC				LC					
703	Apalis jacksoni				LC				LC	LC			LC				LC	LC				
704	Apalis kaboboensis				DD												NT			NT		
705	Apalis karamojae				VU				VU				VU				VU	VU				
706	Apalis lynesi				VU	NT			NT				NT				NT	NT				
707	Apalis melanocephala				LC				LC	LC			LC				LC	LC				
708	Apalis nigriceps				LC				LC	LC			LC				LC	LC				
709	Apalis personata				LC				LC	LC			LC				LC					
710	Apalis porphyrolaema				LC												LC					
711	Apalis ruddi				LC				LC	LC			LC				LC	LC				
712	Apalis rufogularis				LC				LC	LC							LC	LC				
713	Apalis sharpii				LC				LC	LC			LC				LC	LC				
714	Apalis thoracica				LC				LC	LC			LC				LC	LC				
715	Apaloderma aequatoriale				LC				LC	LC			LC				LC					
716	Apaloderma narina				LC				LC	LC			LC				LC					
717	Apaloderma vittatum				LC				LC	LC			LC				LC					
718	Apalopteron familiare				VU				VU				VU	NT			NT					
719	Aphanotriccus audax				NT				NT			NT	NT				NT					
720	Aphanotriccus capitalis				VU				VU				VU				VU					
721	Aphantochroa cirrochloris				LC				LC	LC			LC				LC					
722	Aphelocephala leucopsis				LC				LC	LC			LC				LC					
723	Aphelocephala nigricincta				LC				LC	LC			LC				LC					
724	Aphelocephala pectoralis				NT				NT				NT				NT					
725	Aphelocoma californica																LC	LC				
726	Aphelocoma coerulescens				VU				VU				VU				VU	VU				
727	Aphelocoma ultramarina												LC	LC			LC					
728	Aphelocoma unicolor				LC				LC	LC			LC				LC					
729	Aphelocoma wollweberi												LC	LC			LC					
730	Aphrastura masafucrae				VU	CR			CR	CR	CR		CR			CR	CR					
731	Aphrastura spinicauda				LC				LC	LC			LC				LC	LC				
732	Aphrodroma brevirostris				LC				LC	LC			LC				LC		LC			
733	Aplonis atrifusca				LC				LC	LC			LC				LC					
734	Aplonis brunneicapillus				EN				EN				EN				EN	EN				
735	Aplonis cantoroides				LC				LC	LC			LC				LC		LC			
736	Aplonis cinerascens				VU				VU		VU		VU				VU					
737	Aplonis crassa				NT				NT				NT				NT		NT			
738	Aplonis dichroa				LC				LC	LC			LC				LC					
739	Aplonis feadensis				VU	NT			NT				NT				NT		NT			
740	Aplonis grandis				LC				LC	LC			LC				LC		LC			
741	Aplonis insularis				LC				LC	LC			LC				LC					
742	Aplonis magna				LC				LC	LC			LC				LC					
743	Aplonis metallica				LC				LC	LC			LC				LC		LC			
744	Aplonis minor				LC				LC	LC			LC				LC					
745	Aplonis mysolensis				LC				LC	LC			LC				LC		LC			
746	Aplonis mystacea				NT				NT				NT				NT					
747	Aplonis opaca				LC				LC	LC			LC				LC					
748	Aplonis panayensis				LC				LC	LC			LC				LC					
749	Aplonis pelzelni				CR				CR	CR	CR	CR	CR				CR					
750	Aplonis santovestris				VU				VU	VU			VU				VU	EN				
751	Aplonis striata				LC				LC	LC			LC				LC		LC			
752	Aplonis tabuensis				LC				LC	LC			LC				LC		LC			
753	Aplonis zelandica				NT				NT	NT			NT			NT	NT					
754	Aplopelia larvata				LC				LC	LC			LC				LC					
755	Aprositornis disjuncta				LC				LC	LC			LC				LC					
756	Aprosmictus erythropterus				LC				LC	LC			LC				LC					
757	Aprosmictus jonquillaceus				NT				NT				NT				NT					
758	Aptenodytes forsteri				LC				LC	LC			NT				NT	NT	NT			
759	Aptenodytes patagonicus				LC				LC	LC			LC				LC		LC			
760	Apteryx australis				VU				VU				VU	VU			VU					
761	Apteryx haastii				VU				VU				VU				VU					
762	Apteryx mantelli														EN		EN	VU				
763	Apteryx owenii				VU				NT				NT				NT					
764	Apteryx rowi														EN		EN	VU				
765	Apus acuticauda				VU				VU				VU	VU			VU	VU				
766	Apus affinis				LC				LC	LC			LC				LC					
767	Apus alexandri				LC				LC	LC			LC				LC					
768	Apus apus				LC				LC	LC			LC		LC		LC					
769	Apus balstoni				LC				LC	LC			LC				LC		LC			
770	Apus barbatus				LC				LC	LC			LC	LC			LC		LC			
771	Apus batesi				LC				LC	LC			LC				LC		LC			
772	Apus berliozi				LC				LC	LC			LC				LC					
773	Apus bradfieldi				LC				LC	LC			LC				LC					
774	Apus caffer				LC				LC	LC			LC				LC		LC			
775	Apus horus												LC	LC			LC					
776	Apus niansae				LC				LC	LC			LC				LC					
777	Apus nipalensis				LC				LC	LC			LC				LC					
778	Apus pacificus				LC				LC	LC			LC				LC					
779	Apus pallidus				LC				LC	LC			LC			LC	LC		LC	LC		
780	Apus sladeniae				DD				DD				DD				DD					
781	Apus unicolor				LC				LC	LC			LC		LC		LC					
782	Aquila adalberti				EN	VU			VU				VU	VU			VU			VU		
783	Aquila africana				LC				LC	LC			LC				LC					
784	Aquila audax				LC				LC	LC			LC				LC					
785	Aquila chrysaetos				LC				LC	LC			LC	LC		LC	LC					
786	Aquila fasciata				LC				LC	LC			LC	LC			LC			LC		
787	Aquila gurneyi				NT				NT				NT				NT					
788	Aquila heliaca				VU			VU	VU				VU	VU			VU			VU		
789	Aquila nipalensis				LC				LC	LC		LC	LC	LC		EN	EN			EN		
790	Aquila rapax				LC				LC	LC			LC	LC		LC	LC		VU			
791	Aquila spilogaster				LC				LC	LC			LC				LC					
792	Aquila verreauxii				LC				LC	LC			LC	LC			LC					
793	Ara ambiguus				VU	EN			EN				EN	EN			EN					
794	Ara ararauna				LC				LC	LC			LC				LC		LC			
795	Ara chloropterus				LC				LC	LC			LC				LC					
796	Ara glaucogularis				CR				CR	CR	CR	CR	CR	CR	CR	CR	CR		CR			
797	Ara macao				LC				LC	LC			LC				LC					
798	Ara militaris				VU				VU			VU	VU	VU			VU					
799	Ara rubrogenys				EN				EN				EN	EN			EN		CR			
800	Ara severus				LC				LC	LC			LC				LC		LC			
801	Arachnothera affinis																LC					
802	Arachnothera chrysogenys				LC				LC	LC			LC				LC					
803	Arachnothera clarae				LC				LC	LC			LC				LC		LC			
804	Arachnothera crassirostris				LC				LC	LC			LC				LC					
805	Arachnothera dilutior																LC					
806	Arachnothera flammifera																LC		LC			
807	Arachnothera flavigaster				LC				LC	LC			LC				LC					
808	Arachnothera hypogrammica				LC				LC	LC			LC				LC					
809	Arachnothera juliae				LC				LC	LC			LC				LC					
810	Arachnothera longirostra																LC					
811	Arachnothera magna				LC				LC	LC			LC				LC					
812	Arachnothera modesta																LC					
813	Arachnothera robusta				LC				LC	LC			LC				LC					
814	Aramides axillaris				LC				LC	LC			LC				LC					
815	Aramides calopterus				LC				LC	LC			LC				LC					
816	Aramides mangle				LC				LC	LC			LC				LC					
817	Aramides saracura				LC				LC	LC			LC				LC					
818	Aramides wolfi				VU				VU				VU				VU					
819	Aramides ypecaha				LC				LC	LC			LC				LC					
820	Aramidopsis plateni				VU				VU				VU				VU					
821	Aramus guarauna				LC				LC	LC			LC				LC					
822	Aratinga auricapillus				NT				NT			NT	NT				NT					
823	Aratinga jandaya				LC				LC	LC			LC				LC					
824	Aratinga maculata														LC		LC					
825	Aratinga nenday				LC				LC	LC			LC				LC		LC			
