	species	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	2017	2018	2019	2020
707	Chaerephon major				LC				LC									LC			
708	Chaerephon nigeriae				LC				LC						LC			LC			
709	Chaerephon plicatus								LC						LC						
710	Chaerephon pumilus																			LC	
711	Chaerephon russatus				NT				DD											DD	
712	Chaerephon solomonis								LC						LC						
713	Chaerephon tomensis				CR				EN											EN	
714	Chaetocauda sichuanensis								DD								DD				
715	Chaetodipus ammophilus																	NT			
716	Chaetodipus arenarius																	LC			
717	Chaetodipus artus								LC								LC				
718	Chaetodipus baileyi								LC								LC				
719	Chaetodipus californicus								LC								LC				
720	Chaetodipus eremicus								LC								LC				
721	Chaetodipus fallax								LC								LC				
722	Chaetodipus formosus								LC								LC				
723	Chaetodipus goldmani								VU		NT									NT	
724	Chaetodipus hispidus								LC								LC				
725	Chaetodipus intermedius								LC								LC				
726	Chaetodipus lineatus								DD									DD			
727	Chaetodipus nelsoni								LC								LC				
728	Chaetodipus penicillatus								LC								LC				
729	Chaetodipus pernix								LC								LC				
730	Chaetodipus rudinoris								LC								LC				
731	Chaetodipus siccus																	LC			
732	Chaetodipus spinatus								LC								LC				
733	Chaetophractus vellerosus																LC	LC			
734	Chaetophractus villosus						LC		LC		LC				LC						
735	Chalinolobus dwyeri								NT												
736	Chalinolobus gouldii								LC												
737	Chalinolobus morio								LC											LC	
738	Chalinolobus neocaledonicus								EN												
739	Chalinolobus nigrogriseus								LC												
740	Chalinolobus picatus								NT												
741	Chalinolobus tuberculatus								VU												
742	Cheirogaleus crossleyi								DD						DD						
743	Cheirogaleus major														DD						
744	Cheirogaleus medius														LC						
745	Cheirogaleus sibreei								DD						CR						
746	Cheiromeles parvidens								LC											LC	
747	Cheiromeles torquatus								LC											LC	
748	Chelemys macronyx								LC								LC				
749	Chelemys megalonyx								NT											NT	
750	Cheracebus lucifer			LC					LC										LC		
751	Cheracebus lugens			LC					LC										LC		
752	Cheracebus medemi			LC					VU												
753	Cheracebus purinus			LC					LC										LC		
754	Cheracebus regulus			LC					LC										LC		
755	Cheracebus torquatus			LC					LC										LC		
756	Chibchanomys orcesi								DD											DD	
757	Chibchanomys trichotis								DD											DD	
758	Chilomys instans								LC								LC				
759	Chilonatalus macer																			DD	
760	Chilonatalus micropus																		VU		
761	Chilonatalus tumidifrons								NT										NT		
762	Chimarrogale hantu								NT										NT		
763	Chimarrogale himalayica								LC								LC				
764	Chimarrogale phaeura								EN								EN				
765	Chimarrogale platycephalus								LC								LC				
766	Chimarrogale styani								LC								LC				
767	Chimarrogale sumatrana								DD								DD				
768	Chinchilla chinchilla								CR								EN				
769	Chinchilla lanigera								CR								EN				
770	Chinchillula sahamae								LC								LC				
771	Chionomys gud								LC								LC				
772	Chionomys nivalis								LC								LC				
773	Chionomys roberti								LC								LC				
774	Chiroderma doriae								LC							LC					
775	Chiroderma improvisum								VU								EN				
776	Chiroderma salvini								LC							LC					
777	Chiroderma trinitatum								LC								LC				
778	Chiroderma villosum								LC							LC					
779	Chiroderma vizottoi																	DD		DD	
780	Chiromyscus chiropus								LC								LC				
781	Chironax melanocephalus								LC												
782	Chironectes minimus								LC								LC				
783	Chiropodomys calamianensis								DD								DD				
784	Chiropodomys gliroides								LC								LC				
785	Chiropodomys karlkoopmani								EN								VU				
786	Chiropodomys major								DD									LC			
787	Chiropodomys muroides								DD								DD				
788	Chiropodomys pusillus								DD								DD				
789	Chiropotes albinasus			LC					EN												
790	Chiropotes chiropotes			LC					LC										LC		
791	Chiropotes satanas			EN					CR												
792	Chiropotes utahickae			VU					EN												
793	Chiruromys forbesi								LC								LC				
794	Chiruromys lamia								LC								LC				
795	Chiruromys vates								LC								LC				
796	Chlamyphorus truncatus						NT		DD		DD				DD						
797	Chlorocebus aethiops								LC											LC	
798	Chlorocebus cynosuros								LC											LC	
799	Chlorocebus djamdjamensis								VU											VU	
800	Chlorocebus pygerythrus								LC											LC	
801	Chlorocebus sabaeus								LC												
802	Chlorocebus tantalus								LC												
803	Chlorotalpa duthieae						VU		VU							VU					
804	Chlorotalpa sclateri						LC		LC							LC					
805	Chodsigoa caovansunga								DD								DD				
806	Chodsigoa hypsibia								LC								LC				
807	Chodsigoa lamula								LC								LC				
808	Chodsigoa parca								LC								LC				
809	Chodsigoa parva								DD								DD				
810	Chodsigoa salenskii								DD								DD				
811	Chodsigoa smithii								NT								NT				
812	Chodsigoa sodalis								DD								DD				
813	Choeroniscus godmani								LC							LC					
814	Choeroniscus minor								LC								LC				
815	Choeroniscus periosus								VU							VU					
816	Choeronycteris mexicana								NT										NT		
817	Choeropsis liberiensis						EN		EN							EN					
818	Choloepus didactylus						LC		LC			LC			LC						
819	Choloepus hoffmanni						LC		LC			LC			LC						
820	Chrotogale owstoni								VU								EN				
821	Chrotomys gonzalesi								NT									NT			
822	Chrotomys mindorensis								NT									LC			
823	Chrotomys sibuyanensis								DD								DD				
824	Chrotomys silaceus								LC								LC				
825	Chrotomys whiteheadi								LC								LC				
826	Chrotopterus auritus								LC							LC					
827	Chrysochloris asiatica						LC		LC							LC					
828	Chrysochloris stuhlmanni						LC		LC							LC					
829	Chrysochloris visagiei						DD		DD							DD					
830	Chrysocyon brachyurus				NT				NT							NT					
831	Chrysospalax trevelyani						EN		EN							EN					
832	Chrysospalax villosus						VU		VU							VU					
833	Cistugo lesueuri				VU				LC									LC			
834	Cistugo seabrae				NT				LC									LC			
835	Civettictis civetta								LC							LC				LC	
836	Cloeotis percivali				VU				LC									LC			
837	Clyomys laticeps								LC								LC				
838	Coccymys kirrhos																			DD	
839	Coccymys ruemmleri																	LC			
840	Coccymys shawmayeri																	LC			
841	Coelops frithii								LC											NT	
842	Coelops robinsoni								VU												
843	Coendou baturitensis																DD				
844	Coendou bicolor								LC								LC				
845	Coendou ichillus								DD								DD				
846	Coendou insidiosus								LC								LC				
847	Coendou melanurus								LC								LC				
848	Coendou mexicanus								LC								LC				
849	Coendou nycthemera								DD								DD				
850	Coendou prehensilis																LC				
851	Coendou pruinosus								LC								LC				
852	Coendou quichua								DD								DD				
853	Coendou roosmalenorum								DD								DD				
854	Coendou rufescens								LC								LC				
855	Coendou speratus																		EN		EN
856	Coendou spinosus								LC								LC				
857	Coendou vestitus								DD								DD				
858	Coleura afra				LC				LC									LC			
859	Coleura kibomalandy																	DD			
860	Coleura seychellensis				CR				CR									CR			
861	Colobus angolensis								LC												
862	Colobus guereza								LC											LC	
863	Colobus polykomos								VU												
864	Colobus satanas								VU												
865	Colobus vellerosus								VU											CR	
866	Colomys goslingi				LC				LC								LC				
867	Condylura cristata								LC								LC				
868	Conepatus chinga								LC								LC				
869	Conepatus humboldtii								LC								LC				
870	Conepatus leuconotus								LC								LC				
871	Conepatus semistriatus								LC								LC				
872	Congosorex phillipsorum								CR								CR				
873	Congosorex polli				DD				DD								DD				
874	Congosorex verheyeni				LC				LC									LC			
875	Conilurus penicillatus								NT								VU				
876	Connochaetes gnou			LC					LC									LC			
877	Connochaetes taurinus								LC								LC				
878	Cormura brevirostris								LC								LC				
879	Corynorhinus mexicanus								NT											NT	
880	Corynorhinus rafinesquii								LC									LC			
881	Corynorhinus townsendii								LC									LC			
882	Craseonycteris thonglongyai								VU											NT	
883	Crateromys australis								CR									DD			
884	Crateromys heaneyi								EN									EN			
885	Crateromys paulus								DD								DD				
886	Crateromys schadenbergi								EN										EN		
887	Cratogeomys castanops								LC								LC				
888	Cratogeomys fulvescens								LC									LC			
889	Cratogeomys fumosus								LC								LC				
890	Cratogeomys goldmani								LC								LC				
891	Cratogeomys merriami								LC								LC				
892	Cratogeomys perotensis								LC									LC			
893	Cratogeomys planiceps								LC									LC			
894	Cremnomys cutchicus								LC								LC				
895	Cremnomys elvira								CR								CR				
896	Cricetomys ansorgei																			LC	
897	Cricetomys emini				LC				LC								LC				
898	Cricetomys gambianus																			LC	
899	Cricetulus alticola								LC								LC				
900	Cricetulus barabensis								LC								LC				
901	Cricetulus kamensis								LC								LC				
902	Cricetulus lama								LC									LC			
903	Cricetulus longicaudatus								LC								LC				
904	Cricetulus migratorius								LC								LC				
905	Cricetulus sokolovi								LC								LC				
906	Cricetulus tibetanus								LC									LC			
907	Cricetus cricetus								LC								LC				
908	Crocidura absconditus																			DD	
909	Crocidura afeworkbekelei																			DD	
910	Crocidura aleksandrisi				LC				LC												
911	Crocidura allex				LC				VU												
912	Crocidura andamanensis		DD						CR								CR				
913	Crocidura annamitensis																			DD	
914	Crocidura ansellorum				EN				EN								EN				
915	Crocidura arabica								LC											LC	
916	Crocidura arispa								LC											LC	
917	Crocidura armenica								DD								DD				
918	Crocidura attenuata																	LC			
919	Crocidura attila				LC				LC								LC				
920	Crocidura baileyi				NT				EN								LC				
921	Crocidura baluensis								VU								LC				
922	Crocidura batakorum																			DD	
923	Crocidura batesi				LC				LC								LC				
924	Crocidura beatus								LC								LC				
925	Crocidura beccarii								LC								LC				
926	Crocidura bottegi				DD				DD								DD				
927	Crocidura bottegoides				EN				EN								EN				
928	Crocidura brunnea								LC											LC	
929	Crocidura buettikoferi				LC				NT												
930	Crocidura caliginea				LC				LC								LC				
931	Crocidura canariensis				VU				EN											EN	
932	Crocidura caspica								DD								DD				
933	Crocidura cinderella				LC				LC								LC				
934	Crocidura congobelgica				LC				LC								LC				
935	Crocidura cranbrooki																	DD			
936	Crocidura crenata				LC				LC								LC				
937	Crocidura crossei				LC				LC								LC				
938	Crocidura cyanea				LC				LC								LC				
939	Crocidura denti				LC				LC								LC				
940	Crocidura desperata				EN				EN											VU	
941	Crocidura dhofarensis								DD								DD				
942	Crocidura dolichura				LC				LC								LC				
943	Crocidura douceti				DD				DD								LC				
944	Crocidura dsinezumi								LC								LC				
